iter	Logloss
0	0.6492730413
1	0.6088102589
2	0.5716194497
3	0.5352269653
4	0.505852614
5	0.4680250906
6	0.4373112968
7	0.4143021735
8	0.3888411377
9	0.3629059577
10	0.3396739626
11	0.3184961401
12	0.3008478221
13	0.2818007764
14	0.263607053
15	0.2475895072
16	0.2328497131
17	0.2174227208
18	0.206356959
19	0.1939674929
20	0.1834605775
21	0.1717136916
22	0.162550059
23	0.1549099146
24	0.1460447105
25	0.1375049257
26	0.1300674348
27	0.1235628803
28	0.1165865472
29	0.1099369144
30	0.1040621078
31	0.09814305127
32	0.09286466425
33	0.08744319626
34	0.08257590549
35	0.0779818785
36	0.07375792418
37	0.07012432383
38	0.06675183852
39	0.06350341804
40	0.06011460491
41	0.05726618232
42	0.05433739708
43	0.05155282847
44	0.04912242959
45	0.04665207881
46	0.04447315915
47	0.04260332975
48	0.04077588414
49	0.039101649
50	0.03746512129
51	0.03584439916
52	0.03451537772
53	0.03312111034
54	0.03159593613
55	0.0302633188
56	0.02909978875
57	0.02763916932
58	0.02666129244
59	0.02556230199
60	0.0244952864
61	0.02356000926
62	0.02257216245
63	0.02187323761
64	0.02099420632
65	0.0203136583
66	0.0195974017
67	0.01881722989
68	0.01808806912
69	0.01725963035
70	0.01668688545
71	0.01598827173
72	0.01539680013
73	0.01484413276
74	0.01438467902
75	0.01396356976
76	0.01358579115
77	0.01313872318
78	0.01268245111
79	0.01226718238
80	0.01185454391
81	0.01143904789
82	0.011184755
83	0.01082313781
84	0.01057244191
85	0.01027835437
86	0.009972340341
87	0.009676484606
88	0.009412320606
89	0.009155446368
90	0.008922944804
91	0.008704935246
92	0.008406639491
93	0.008221584144
94	0.007971792267
95	0.00773222423
96	0.007554872044
97	0.007388329327
98	0.007163514099
99	0.006994358273
100	0.006758950949
101	0.006538463221
102	0.006370041221
103	0.006224270238
104	0.006096662853
105	0.00597646602
106	0.005783105698
107	0.005661123726
108	0.005562200062
109	0.005457560533
110	0.005313194098
111	0.005179348133
112	0.005106597835
113	0.004969208198
114	0.004872993819
115	0.004751896296
116	0.004660693221
117	0.004584394568
118	0.004489517907
119	0.004384031198
120	0.004299151488
121	0.004188433336
122	0.004097613385
123	0.004007866848
124	0.003935995764
125	0.0038292081
126	0.003743889769
127	0.00368096855
128	0.003618875942
129	0.003542522863
130	0.003457028027
131	0.003398458161
132	0.003350140295
133	0.00327345866
134	0.003210214262
135	0.003148190293
136	0.003087913695
137	0.003035380002
138	0.002977180448
139	0.002923809289
140	0.002869819501
141	0.002813218314
142	0.00276213343
143	0.002712592644
144	0.002663751471
145	0.002624946935
146	0.002590959456
147	0.00254987415
148	0.002509609503
149	0.002465301816
150	0.002426102494
151	0.002390196009
152	0.002351324033
153	0.002315942571
154	0.002274441089
155	0.00223836286
156	0.00222092667
157	0.002180852685
158	0.002146044489
159	0.002114843465
160	0.002078004423
161	0.002038779607
162	0.002008845092
163	0.001986164334
164	0.001953432962
165	0.001930271852
166	0.001909379966
167	0.001881296231
168	0.001854714123
169	0.001827999457
170	0.001796858738
171	0.001773211618
172	0.001755955791
173	0.001744173656
174	0.001724016606
175	0.001705689531
176	0.001689232574
177	0.001674708531
178	0.00165134656
179	0.001633973502
180	0.001613704094
181	0.001591820379
182	0.001577011651
183	0.001563250759
184	0.001543579712
185	0.001527415087
186	0.001511842521
187	0.001490039507
188	0.001475706445
189	0.00145845735
190	0.001442578886
191	0.001433916933
192	0.001419323798
193	0.001403511782
194	0.001390149717
195	0.001377230809
196	0.001363872008
197	0.001346881314
198	0.001330653627
199	0.001318905137
200	0.00130647981
201	0.001296406555
202	0.001286015257
203	0.001271976511
204	0.00125733696
205	0.001248225535
206	0.001242329291
207	0.001232127531
208	0.001216710286
209	0.001205804957
210	0.00119317792
211	0.00118318826
212	0.001172477995
213	0.001160627483
214	0.00114564477
215	0.00113408874
216	0.001121901651
217	0.0011133316
218	0.001107102862
219	0.001098926282
220	0.001088562634
221	0.001080516672
222	0.001068431392
223	0.001062782505
224	0.001046399118
225	0.001036860631
226	0.001024038668
227	0.00101609613
228	0.001008985643
229	0.0009988797015
230	0.0009841734448
231	0.0009781273019
232	0.0009675027964
233	0.0009588890305
234	0.0009496436494
235	0.0009416754581
236	0.0009310798624
237	0.0009263302121
238	0.0009205678884
239	0.0009154754778
240	0.0009075221406
241	0.0008974344042
242	0.0008901402896
243	0.0008822069945
244	0.0008760936953
245	0.0008686962794
246	0.0008620949242
247	0.0008563167505
248	0.0008492493334
249	0.0008403649748
250	0.0008338786125
251	0.0008301052011
252	0.0008260308647
253	0.0008195091841
254	0.0008128535381
255	0.0008056465381
256	0.0008012962435
257	0.000796579871
258	0.00079167763
259	0.0007880084374
260	0.000779444277
261	0.0007740733469
262	0.0007698758985
263	0.000764906915
264	0.0007611670871
265	0.0007543627388
266	0.0007467180685
267	0.0007386161204
268	0.0007336694672
269	0.0007293782667
270	0.0007247415599
271	0.0007194761548
272	0.0007139375034
273	0.0007103321192
274	0.0007058672629
275	0.0007000069189
276	0.0006956654818
277	0.0006904098962
278	0.0006843948414
279	0.0006800093475
280	0.0006748753126
281	0.0006696455328
282	0.0006659058035
283	0.0006614575041
284	0.0006564325834
285	0.0006513377227
286	0.0006472896692
287	0.0006423363786
288	0.0006396814459
289	0.0006356524902
290	0.0006321257503
291	0.0006300513997
292	0.0006261781307
293	0.0006226148095
294	0.000619017581
295	0.0006159251308
296	0.000612365754
297	0.0006098263162
298	0.0006066459801
299	0.0006033751561
300	0.0005993538755
301	0.0005962224092
302	0.000593568101
303	0.0005906551667
304	0.0005878093123
305	0.0005828778632
306	0.0005786698382
307	0.000576487673
308	0.0005728252871
309	0.0005703209212
310	0.0005664200308
311	0.0005625104259
312	0.0005596870664
313	0.0005556055341
314	0.0005515458833
315	0.0005484152995
316	0.0005454126205
317	0.0005426423978
318	0.0005390616008
319	0.0005359513499
320	0.0005334093406
321	0.000530153924
322	0.0005276477439
323	0.0005237782071
324	0.0005218404898
325	0.0005192650953
326	0.0005168458607
327	0.0005149755637
328	0.0005126798646
329	0.000510598419
330	0.0005089187314
331	0.0005045771111
332	0.0005015464212
333	0.0004984834447
334	0.0004956256104
335	0.0004940556539
336	0.0004920998792
337	0.0004899149668
338	0.0004875583218
339	0.0004847009413
340	0.0004810456453
341	0.0004791105513
342	0.0004766774476
343	0.0004737888032
344	0.0004710722748
345	0.0004692786322
346	0.0004654355058
347	0.0004626744274
348	0.0004609045731
349	0.0004586309099
350	0.0004543420444
351	0.0004523397515
352	0.0004497353361
353	0.0004480311169
354	0.0004454480951
355	0.000443377373
356	0.0004413892105
357	0.0004392037912
358	0.0004368613589
359	0.0004337649239
360	0.0004318429364
361	0.0004294882711
362	0.0004278155622
363	0.0004257500133
364	0.0004244607195
365	0.0004224464741
366	0.0004212888335
367	0.0004196062673
368	0.0004178210674
369	0.0004160246864
370	0.000414215128
371	0.0004119136512
372	0.0004103583866
373	0.0004087540184
374	0.0004059522145
375	0.0004044201265
376	0.0004026273538
377	0.0004004432973
378	0.0003988194165
379	0.000397024411
380	0.0003955286691
381	0.0003940473825
382	0.000392646657
383	0.0003900531988
384	0.0003882990325
385	0.0003867469451
386	0.000385246997
387	0.0003830179532
388	0.0003815944204
389	0.0003798687001
390	0.0003781726063
391	0.0003768457411
392	0.0003747135293
393	0.0003730779188
394	0.0003715513164
395	0.000369852651
396	0.000368724264
397	0.0003678428129
398	0.0003661774961
399	0.0003645716386
400	0.0003631460476
401	0.000361488324
402	0.0003602542124
403	0.0003588952844
404	0.0003573458254
405	0.0003552874057
406	0.0003542195627
407	0.000353311494
408	0.000351545402
409	0.0003500354952
410	0.0003486633494
411	0.0003470269046
412	0.0003446735894
413	0.0003434207022
414	0.0003421221084
415	0.0003415257003
416	0.0003397212319
417	0.0003381969746
418	0.0003368512923
419	0.0003360674266
420	0.0003340810973
421	0.000333355892
422	0.0003318743678
423	0.0003309499939
424	0.0003295944807
425	0.0003281169616
426	0.0003271642608
427	0.0003263166589
428	0.0003253547024
429	0.0003243191232
430	0.0003230069285
431	0.0003222137036
432	0.0003213056071
433	0.0003200567958
434	0.0003190622343
435	0.0003179187723
436	0.0003168550179
437	0.0003159646753
438	0.0003151963701
439	0.0003138919505
440	0.0003130033576
441	0.000311965547
442	0.0003108442715
443	0.0003099194096
444	0.0003090025049
445	0.0003078489758
446	0.0003065679956
447	0.0003055640684
448	0.0003047982133
449	0.0003024570161
450	0.0003010931651
451	0.0003001919599
452	0.0002987405882
453	0.0002977308947
454	0.0002971644976
455	0.000296248684
456	0.0002954945852
457	0.0002941934603
458	0.0002934292033
459	0.00029226267
460	0.0002917398709
461	0.0002909025411
462	0.0002902097373
463	0.000289473146
464	0.0002884147469
465	0.0002869919222
466	0.0002859691436
467	0.0002850609016
468	0.0002844345383
469	0.0002832754362
470	0.0002825876882
471	0.0002818270962
472	0.000281043855
473	0.0002802519234
474	0.0002794579413
475	0.0002783895268
476	0.0002771443781
477	0.0002765772656
478	0.0002757772465
479	0.0002751376565
480	0.0002742058437
481	0.0002730621997
482	0.0002724185426
483	0.000271473531
484	0.0002705992154
485	0.0002700294591
486	0.0002688051985
487	0.0002674814826
488	0.0002670350457
489	0.0002665609406
490	0.0002660293726
491	0.000265495573
492	0.0002650140417
493	0.0002643704681
494	0.000263228522
495	0.0002624021282
496	0.0002614834561
497	0.0002600479976
498	0.0002595060209
499	0.0002588307333
500	0.0002582679305
501	0.0002576447443
502	0.0002569424902
503	0.0002562980328
504	0.0002552053181
505	0.0002545538454
506	0.0002540695883
507	0.0002533476977
508	0.0002525782395
509	0.0002518648955
510	0.0002510775657
511	0.0002501127445
512	0.0002492278811
513	0.0002486969439
514	0.0002478691263
515	0.0002472184528
516	0.0002465078912
517	0.0002455629074
518	0.0002448957756
519	0.0002440850761
520	0.0002435479667
521	0.0002430695075
522	0.0002420837641
523	0.0002414647372
524	0.0002408758364
525	0.0002401753004
526	0.0002394977878
527	0.0002389792706
528	0.0002384200836
529	0.0002376363013
530	0.0002371591646
531	0.0002365391832
532	0.0002360435795
533	0.0002355803281
534	0.0002349945019
535	0.0002345144662
536	0.0002336983861
537	0.0002331418692
538	0.0002327771476
539	0.0002323111502
540	0.0002316727916
541	0.0002311777491
542	0.0002304350135
543	0.0002295979542
544	0.000228940633
545	0.0002284025705
546	0.0002279791077
547	0.0002274080152
548	0.0002271027187
549	0.0002265964964
550	0.0002261105983
551	0.0002254778379
552	0.0002250757423
553	0.0002245787251
554	0.0002240994466
555	0.0002235682616
556	0.0002229906126
557	0.0002224003514
558	0.0002218190032
559	0.0002215676235
560	0.0002210204116
561	0.0002202032657
562	0.0002196966388
563	0.0002186359502
564	0.0002182596242
565	0.000217701001
566	0.0002171415219
567	0.000216753361
568	0.0002160515177
569	0.0002154856061
570	0.000214987977
571	0.0002144947298
572	0.0002140311521
573	0.0002135480493
574	0.0002130212867
575	0.0002124955165
576	0.0002119526219
577	0.0002115157669
578	0.0002112138068
579	0.0002107590246
580	0.0002103466165
581	0.0002100298546
582	0.0002097162708
583	0.0002093800228
584	0.000208859852
585	0.0002083456245
586	0.0002080443471
587	0.0002076926928
588	0.0002071240972
589	0.0002068852955
590	0.0002063293361
591	0.0002058578948
592	0.0002054058725
593	0.0002050266751
594	0.0002044847326
595	0.0002040872262
596	0.0002037261495
597	0.0002033952783
598	0.0002029721558
599	0.0002024659057
600	0.0002021100149
601	0.0002017265836
602	0.0002010458989
603	0.0002006459526
604	0.0002002029293
605	0.0001996511331
606	0.0001992311672
607	0.0001987617905
608	0.0001982457297
609	0.0001978395304
610	0.0001975850773
611	0.0001973284686
612	0.0001970700798
613	0.0001967942999
614	0.0001962709167
615	0.0001958896119
616	0.0001955514675
617	0.0001952789203
618	0.0001949335797
619	0.0001945380975
620	0.0001942529292
621	0.0001938801075
622	0.0001933031551
623	0.0001927677273
624	0.0001923241477
625	0.0001917910296
626	0.0001914842097
627	0.0001911854279
628	0.000190947711
629	0.0001906151571
630	0.0001903368184
631	0.0001900039383
632	0.0001897609646
633	0.0001893983784
634	0.0001890228651
635	0.0001886616492
636	0.0001883724493
637	0.000187963241
638	0.000187716826
639	0.000187425679
640	0.0001869403247
641	0.0001865445011
642	0.0001862053466
643	0.0001858723831
644	0.0001854769148
645	0.0001850045063
646	0.0001846528849
647	0.0001842743475
648	0.0001839409377
649	0.0001835911192
650	0.000183379561
651	0.0001831007571
652	0.0001827771605
653	0.0001825193065
654	0.0001821633462
655	0.0001818225178
656	0.0001815842307
657	0.000181254194
658	0.0001809257275
659	0.0001807764377
660	0.0001804691108
661	0.0001801469302
662	0.0001799400321
663	0.0001796628337
664	0.0001793094676
665	0.000179057414
666	0.0001787470264
667	0.0001784141868
668	0.0001780511138
669	0.0001777865845
670	0.0001773606602
671	0.0001771489908
672	0.00017692434
673	0.0001767603444
674	0.0001765416166
675	0.0001762779293
676	0.0001758748679
677	0.0001756335971
678	0.0001754175825
679	0.0001751396685
680	0.000174916373
681	0.0001745153267
682	0.0001743358453
683	0.0001741424785
684	0.0001737488168
685	0.0001734779321
686	0.0001730495476
687	0.000172799556
688	0.0001724364349
689	0.0001722151635
690	0.00017198374
691	0.000171612553
692	0.0001713495535
693	0.0001711288168
694	0.0001708681904
695	0.0001706191193
696	0.0001703654235
697	0.0001701239087
698	0.0001699093758
699	0.0001696974497
700	0.0001694547402
701	0.0001691506814
702	0.0001689389639
703	0.0001686362668
704	0.0001684074856
705	0.0001681705905
706	0.0001679565771
707	0.0001676849339
708	0.000167424626
709	0.0001672427323
710	0.0001669951832
711	0.0001667970186
712	0.0001665348383
713	0.000166296483
714	0.0001660334063
715	0.0001658811203
716	0.000165710031
717	0.0001654688512
718	0.0001652741342
719	0.0001650898132
720	0.0001648760995
721	0.0001645153704
722	0.0001642679326
723	0.0001640134162
724	0.0001637764022
725	0.0001635494707
726	0.0001632238273
727	0.0001629156167
728	0.0001627270275
729	0.0001624939833
730	0.0001622880637
731	0.000162091693
732	0.0001619312007
733	0.0001616875329
734	0.0001614629706
735	0.0001612533391
736	0.000160975515
737	0.000160772225
738	0.0001605949686
739	0.0001603318795
740	0.0001600443357
741	0.0001598402316
742	0.0001596502138
743	0.0001594743557
744	0.0001592078441
745	0.0001590266179
746	0.0001588780438
747	0.0001587084083
748	0.0001584329698
749	0.0001581521632
750	0.0001579329702
751	0.000157759121
752	0.0001575724345
753	0.0001573362348
754	0.0001570461031
755	0.0001568573534
756	0.0001566781488
757	0.0001563938933
758	0.0001561414364
759	0.0001559811047
760	0.0001557980681
761	0.0001556745755
762	0.0001553398244
763	0.0001551229475
764	0.0001549105473
765	0.0001547571487
766	0.0001545616466
767	0.0001544587361
768	0.0001542446039
769	0.0001540549629
770	0.000153894597
771	0.0001537277632
772	0.0001535126246
773	0.0001533199595
774	0.0001531823236
775	0.0001530305446
776	0.0001528735365
777	0.000152678152
778	0.0001523928042
779	0.0001522270551
780	0.0001520765757
781	0.0001519032689
782	0.0001517235232
783	0.0001515974022
784	0.0001514546904
785	0.0001512592022
786	0.000151091812
